,Author,Quotes,Likes,Tags
1312,Jim Butcher,"“I'd made the vampire cry. Great. I felt like a real superhero. Harry Dresden, breaker of monsters' hearts.”",290,"['harry-dresden', 'humor', 'women']"
1313,Dr. Seuss,“Everything stinks till it’s finished.”,287,"['humor', 'inspirational']"
1314,Tina Fey,"“I feel about Photoshop the way some people feel about abortion. It is appalling and a tragic reflection on the moral decay of our society…unless I need it, in which case, everybody be cool.”",287,"['bossypants', 'humor', 'memoir']"
1315,Chuck Klosterman,"“But whenever I meet dynamic, nonretarded Americans, I notice that they all seem to share a single unifying characteristic: the inability to experience the kind of mind-blowing, transcendent romantic relationship they perceive to be a normal part of living. And someone needs to take the fall for this. So instead of blaming no one for this (which is kind of cowardly) or blaming everyone (which is kind of meaningless), I'm going to blame John Cusack.”",285,"['humor', 'relationships']"
1316,Stephanie Perkins,"“I'm sorry,"" he says.",285,"['anna-and-the-french-kiss', 'anna-oliphant', 'embarrassing', 'humor', 'st-clair']"
1317,Ransom Riggs,“...slow and drunk is no match for fast and scared shitless.”,285,['humor']
1318,Groucho Marx,"“Room service? Send up a larger room.""",278,"['hotel-rooms', 'hotels', 'humor', 'room-service']"
1319,Eoin Colfer,"“That was horrible. Horrible. That poor little guy.""",278,"['cinema', 'horror-movies', 'humor', 'killers', 'stupidity']"
1320,Douglas Adams,"“It comes from a very ancient democracy, you see...""",414,"['arthur-dent', 'democracy', 'ford-prefect', 'h2g2', 'hitchhikers-guide-to-the-galaxy', 'humor']"
1321,Sophie Kinsella,"“We're playing Scrabble. It's a nightmare.""",337,['humor']
1322,John Green,"“Every year, many, many stupid people graduate from college. And if they can do it, so can you.”",336,"['college', 'humor']"
1323,Steve Harvey,"“You're an investigator - can't nobody find stuff out like a woman. Y'all put the police to shame, make the little investigative tricks they show on CSI and Law & Order: SVU look like counting lessons on Sesame Street.”",329,['humor']
1324,Rene Descartes,"“Common sense is the most widely shared commodity in the world, for every man is convinced that he is well supplied with it.”",321,"['common-sense', 'humor', 'irony']"
1325,L. J. Smith,"“Mary-Lynnette: ""You have not read 'Pride and Prejudice'.""",319,['humor']
1326,Banksy,"“The thing I hate the most about advertising is that it attracts all the bright, creative and ambitious young people, leaving us mainly with the slow and self-obsessed to become our artists.. Modern art is a disaster area. Never in the field of human history has so much been used by so many to say so little.”",310,"['art', 'creativity', 'graffiti', 'humor']"
1327,Steve Martin,“I believe in equality. Equality for everybody. No matter how stupid they are or how superior I am to them.”,301,"['human-nature', 'humor', 'unexpected-humor']"
1328,Julie Kagawa,"“Geez, you guys. I know I'm popular and all, but seriously, you're a bit too co-dependent for me. I'm going to need you to step away from my personal bubble."" A wispy vine-woman curled ivy tendrils around his arm, and he sliced through them with his dagger. ""No! Bad Wraith! No touchie!”",296,['humor']
1329,Charles M. Schulz,“I have a new philosophy. I'm only going to dread one day at a time.”,295,['humor']
1330,Helen Fielding,"“When someone leaves you, apart from missing them, apart from the fact that the whole little world you've created together collapses, and that everything you see or do reminds you of them, the worst is the thought that they tried you out and, in the end, the whole sum of parts adds up to you got stamped REJECT by the one you love. How can you not be left with the personal confidence of a passed over British Rail sandwich?”",294,"['break-ups', 'bridget-jones', 'humor', 'humor-relationships']"
1331,Criss Jami,"“Everyone has a sense of humor. If you don't laugh at jokes, you probably laugh at opinions.”",294,"['be-yourself', 'being-yourself', 'clever', 'comedic', 'differences', 'everyone', 'funny', 'funny-but-true', 'humor', 'ignorance', 'jokes', 'laughter', 'mockery', 'opinions', 'personality', 'personality-types', 'sense-of-humor', 'similarities', 'stupidity', 'traits', 'types', 'witty']"
1332,Charles Bukowski,“What is your advice to young writers?”,290,"['advice', 'alcohol', 'authors', 'bukowski', 'cigarettes', 'drink', 'funny', 'humor', 'ironic', 'irony', 'sarcasm', 'sex', 'smoke', 'writers', 'writing', 'writing-process']"
1333,Oliver Wendell Holmes Sr.,“Nothing is so common-place as to wish to be remarkable.”,284,"['humor', 'misattributed-to-shakespeare', 'notoriety']"
1334,Holly Black,"“Yeah, the whole family knows. It's no big deal. One night at dinner I said, 'Mom, you know the forbidden love that Spock has for Kirk? Well, me too.' It was easier for her to understand that way.”",283,"['gay', 'humor', 'star-trek', 'tv-reference']"
1335,Daniel Handler,"“A library is like an island in the middle of a vast sea of ignorance, particularly if the library is very tall and the surrounding area has been flooded.”",282,"['humor', 'ignorance', 'lemony-snicket', 'library']"
1336,Tahereh Mafi,"“Kenji has a hand pressed to his mouth, desperately trying to suppress a smile. He’s shaking his head, holding up a hand in apology. And then he breaks, laughing out loud, snorting as he tries to muffle the sound. “I’m sorry,” he says, pressing his lips together, shaking his head again. “This is not a funny moment. It’s not. I’m not laughing”",282,"['humor', 'ignite-me', 'kenji']"
1337,Rick Riordan,"“You know how hard it is to feel like an extreme falcon-headed combat machine when somebody calls you ""chicken man""?”",281,"['battle', 'humor', 'names', 'sobriquet']"
1338,George R.R. Martin,"“Her name is Brienne,"" Jaime said. ""Brienne, the maid of Tarth. You",281,"['banter', 'brienne-of-tarth', 'humor', 'jaime-lannister', 'rescue']"
1339,Linus Torvalds,“Talk is cheap. Show me the code.”,280,"['humor', 'linux', 'programming']"
1340,Jeaniene Frost,"“See?” I’d whispered to Bones, nudging him with a grin. “He never argues with her. Isn’t that sweet?”",278,['humor']
1341,Eoin Colfer,"“Humm humm haaa. Rahmumm humm haaaa,"" intoned Opal, finishing her chant. ""Peace be inside me, tolerance all around me, forgiveness in my path. Now, Mervall, show me where the filthy human is so that I may feed him his organs.”",276,"['evil-overlord', 'fun', 'humor', 'revenge', 'violence']"
1342,David Levithan,“Because sometimes you just have to dance like a madman in the Self-Help section of your local bookstore.”,274,"['boy_meets_boy', 'humor']"
1343,Rick Riordan,“Did someone just call me the,273,"['bacchus', 'dionysus', 'gods', 'humor', 'names', 'percy-jackson-and-the-olympians', 'the-heroes-of-olympus', 'the-mark-of-athena']"
1344,Rachel Caine,“Bishop was all done with the witty conversation. 'Will you swear?',272,"['bishop', 'claire-danvers', 'humor', 'myrnin']"
1345,Rick Riordan,“Percy says be talked to a Nereid in Charleston Harbor!”,272,"['annabeth-chase', 'chiron', 'family', 'heroes-of-olympus', 'humor', 'leo-valdez', 'nereids', 'party-ponies', 'percy-jackson', 'percy-jackson-and-the-olympians', 'the-mark-of-athena']"
1346,Alex Gaskarth,"“Life's greatest tragedy is not that it will someday end, but that most only live to follow directions and sometimes we end up totally lost.”",268,"['all-time-low', 'humor', 'music']"
1347,Becca Fitzpatrick,“Don't blame me. Tell your mom to move closer. Tell her there's this new club called civilization and you guys should join.”,267,"['becca-fitzpatrick', 'humor', 'hush-hush', 'vee-sky']"
1348,Kristin Cashore,"“Find something useful to do with your morning,' she thought to him as she neared her chambers. 'Do something heroic in front of an audience. Knock a child into a river while no one's looking and then rescue him.”",267,"['bitterblue', 'heroic', 'humor', 'po']"
1349,Dora J. Arod,"“I’m a fake fact factory. The things I make are the things I make up. Also, as a side business, I make love. Actually, I just made that up.”",74,"['business', 'fact', 'factory', 'facts', 'funny', 'humor', 'life', 'love', 'word-junkies']"
1350,J.R. Ward,“You're such a pain in the ass. (Butch),460,"['friendship', 'humor', 'vampire']"
1351,Bruce Springsteen,“Someday we'll look back on this and it will all seem funny.”,337,['humor']
1352,Neil Gaiman,"“He couldn’t see why people made such a fuss about people eating their silly old fruit anyway, but life would be a lot less fun if they didn’t. And there was never an apple, in Adam’s opinion, that wasn’t worth the trouble you got into for eating it.”",332,['humor']
1353,George F. Will,“The nice part about being a pessimist is that you are constantly being either proven right or pleasantly surprised.”,327,['humor']
1354,Erin Hunter,"“Now Darkstripe,' Graypaw hissed to Firepaw under his breath, 'is neither young, nor pretty.”",314,"['humor', 'warriors']"
1355,Johnny Depp,“A dishonest man you can always trust to be dishonest.”,312,['humor']
1356,Brandon Sanderson,"“You're a very difficult person to manipulate, you know.""",305,['humor']
1357,Marilyn Monroe,“Husbands are chiefly good as lovers when they are betraying their wives.”,303,"['humor', 'relationships']"
1358,John Irving,"“In this dirty minded world, you are either someone's wife or someone's whore. And if you're not either people think there is something wrong with you....but there is nothing wrong with me”",300,['humor']
1359,Richard P. Feynman,"“All the time you're saying to yourself, 'I could do that, but I won't,' — which is just another way of saying that you can't.”",299,"['failure', 'humor', 'inspirational', 'success']"
1360,Ambrose Bierce,"“All are lunatics, but he who can analyze his delusion is called a philosopher.”",292,"['delusion', 'humor', 'lunatics', 'philosopher']"
1361,Mike Royko,"“Show me somebody who is always smiling, always cheerful, always optimistic, and I will show you somebody who hasn't the faintest idea what the heck is really going on.”",291,"['cynicism', 'humor']"
1362,George S. Patton Jr.,“No dumb bastard ever won a war by going out and dying for his country. He won it by making some other dumb bastard die for his country.”,288,['humor']
1363,Jeaniene Frost,“Playing with fire Kitten?”,286,"['humor', 'vampire']"
1364,Scott Adams,“Dance like it hurts. Love like you need money. Work when people are watching. -- Dogbert's Motto”,285,"['humor', 'philosophy']"
1365,Roald Dahl,“If you are good life is good.”,284,['humor']
1366,Jess C Scott,"“Please, touch me, I pray.”",279,"['desire', 'friendship', 'funny', 'girl', 'hip-hop', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'lust', 'lust-for-life', 'music', 'novel', 'passion', 'reality', 'relationships', 'romance', 'self', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adult-fiction', 'young-adult-literature', 'young-adult-novels', 'young-adults']"
1367,Bill Hicks,"“Go back to bed, America. Your government has figured out how it all transpired. Go back to bed, America. Your government is in control again. Here. Here's American Gladiators. Watch this, shut up. Go back to bed, America. Here is American Gladiators. Here is 56 channels of it! Watch these pituitary retards bang their fucking skulls together and congratulate you on living in the land of freedom. Here you go, America! You are free to do what we tell you! You are free to do what we tell you!”",273,"['america', 'humor', 'politics', 'society']"
1368,Rachel Caine,"“The door banged open, and Eve rushed out, flushed and mussed and still buttoning her shirt. 'It's not what you think,' she said. 'It was just—oh, okay, whatever, it was exactly what you think. Now,",273,"['humor', 'paranormal', 'romance']"
1369,Cervantes Saavedra,"“The reason for the unreason with which you treat my reason , so weakens my reason that with reason I complain of your beauty.”",271,"['classic', 'funny', 'humor']"
1370,Jim Butcher,“I think that men ought to treat women like something other than weaker men with breasts.”,270,"['feminism', 'harry-dresden', 'humor']"
1371,Nikos Kazantzakis,“You can knock on a deaf man's door forever.”,270,['humor']
1372,Oscar Wilde,"“Actors are so fortunate. They can choose whether they will appear in tragedy or in comedy, whether they will suffer or make merry, laugh or shed tears. But in real life it is different. Most men and women are forced to perform parts for which they have no qualifications. Our Guildensterns play Hamlet for us, and our Hamlets have to jest like Prince Hal. The world is a stage, but the play is badly cast.”",269,"['humor', 'satire', 'shakespeare']"
1373,Marissa Meyer,“Captain! To your left there’s a Lunar guard and on your right is a doctor who’s running tests on Lunars and I’m being held by one of Levana’s wolf hybrids and please be careful!”,269,"['carswell', 'cress', 'humor', 'thorne']"
1374,Jim Butcher,"“I still can't believe,"" Michael said, sotto voce, ""that you came to the Vampires' Masquerade Ball dressed as a vampire.”",268,"['harry-dresden', 'humor', 'michael-carpenter']"
1375,Kami Garcia,"“Well? Is it true? Did she?""",268,"['ethan-wate', 'humor']"
1376,J.K. Rowling,“This is your copy of,268,"['harry-potter', 'humor', 'potions', 'ron-weasley', 'severus-snape']"
1377,Rick Riordan,"“I’m nobody’s sidekick,” Annabeth growled. “And, Percy, his accent sounds familiar because he sounds like his mother. We killed her in New Jersey.”",263,"['accents', 'annabeth-chase', 'family', 'humor', 'medusa', 'new-jersey', 'percy-jackson', 'percy-jackson-and-the-olympians', 'the-heroes-of-olympus', 'the-mark-of-athena']"
1378,Kiersten White,“Tasers are a one-size-fits-all paranormal butt-kicking option. Mine’s pink with,259,"['book-evie', 'humor']"
1379,Dark Jar Tin Zoo,“I make love with a focus and intensity that most people reserve for sleep.”,149,"['focus', 'funny', 'humor', 'intense', 'intensity', 'love', 'make-love', 'men', 'not-romantic', 'relationships', 'reserve', 'romance', 'romantic', 'sex', 'sleep', 'sleeping', 'women', 'word-junkies']"
1380,Ambrose Bierce,“,350,"['egotism', 'humor', 'sarcasm', 'taste']"
1381,Dorothy Parker,“I don't care what is written about me so long as it isn't true.”,342,['humor']
1382,Laurell K. Hamilton,"“You can't save everybody. In fact, there are days when I think you can't save anyone. Each person has to save himself first, then you can move in and help. I have found this philosophy does not work during a gun battle, or a knife fight either. Outside of that it works just fine.”",330,"['helping', 'humor']"
1383,Bill Hicks,"“Folks, it's time to evolve. That's why we're troubled. You know why our institutions are failing us, the church, the state, everything's failing? It's because, um – they're no longer relevant. We're supposed to keep evolving. Evolution did not end with us growing opposable thumbs. You do know that, right?”",329,"['evolution', 'humor', 'spirituality']"
1384,Neil Gaiman,"“Hell may have all the best composers, but heaven has all the best choreographers.”",318,['humor']
1385,J.K. Rowling,"“Oh, of course,"" said Ron, clapping a hand to his forehead. ""I forgot we'll be hunting down Voldemort in a mobile library.”",313,"['funny', 'harry-potter', 'humor', 'ron-weasley']"
1386,Ellen Goodman,"“Normal is getting dressed in clothes that you buy for work and driving through traffic in a car that you are still paying for—in order to get to the job you need to pay for the clothes and the car, and the house you leave vacant all day so you can afford to live in it.”",311,"['humor', 'life', 'materialism', 'society']"
1387,Rainbow Rowell,"“Don't bite his face, Eleanor told herself. It's disturbing and needy and never happens in situation comedies or movies that end with big kisses.”",293,"['humor', 'young-adult']"
1388,Dark Jar Tin Zoo,"“If you have the woman you love, what more do you need? Well, besides an alibi for the time of her husband’s murder. ”",276,"['alibi', 'crazy', 'desire', 'funny', 'humor', 'husband', 'insane', 'justification', 'justify', 'love', 'murder', 'necessity', 'need', 'relationships', 'time', 'want', 'wife', 'woman', 'women', 'word-junkies', 'yearn']"
1389,Dave Barry,“The problem with winter sports is that -- follow me closely here -- they generally take place in winter.”,275,"['football', 'humor', 'ice-fishing', 'ice-skating', 'skiing', 'snow-camping', 'snowboarding', 'sports']"
1390,Ellen DeGeneres,"“Procrastination is not the problem. It is the solution. It is the universe's way of saying stop, slow down, you move too fast. Listen to the music. Whoa whoa, listen to the music. Because music makes the people come together, it makes the bourgeois and the rebel. So come on people now, smile on your brother, everybody try to love one another. Because what the world needs now is love, sweet love. And I know that love is a battlefield, but boogie on reggae woman because you're gonna make it after all. So celebrate good times, come on. I've gotta stop I've gotta come to my senses, I've been out riding fences for so long... oops I did it again... um... What I'm trying to say is, if you leave tonight and you don't remember anything else that I've said, leave here and remember this: Procrastinate now, don't put it off. ”",273,"['humor', 'truth']"
1391,J.K. Rowling,"“Professor Kettleburn, our Care of Magical Creatures teacher, retired at the end of last year in order to enjoy more time with his remaining limbs.”",270,['humor']
1392,Demetri Martin,"“I like video games, but they're really violent. I'd like to play a video game where you help the people who were shot in all the other games. It'd be called 'Really Busy Hospital.”",269,"['comedians', 'demetri-martin', 'funny', 'games', 'helping-others', 'humor', 'shot', 'video-games']"
1393,William Makepeace Thackeray,"“Which of us is happy in this world? Which of us has his desire? or, having it, is satisfied?”",268,"['classics', 'humor', 'satire', 'vanity']"
1394,Darynda Jones,"“After a long pause in which he took the time to blink several times, he asked, ""You named your breasts?""",268,"['breasts', 'humor']"
1395,Diana Wynne Jones,"“So you were going to rescue the Prince! Why did you pretend to run away? To deceive the Witch?""",268,"['bravery', 'cowardice', 'humor']"
1396,Dorothy Parker,“I'd rather have a bottle in front of me than a frontal lobotomy.”,265,"['drinking', 'humor', 'misattributed', 'spoonerism', 'wordplay']"
1397,Karen Marie Moning,"“You, Ms. Lane, are a menace to others! A walking, talking catastrophe in pink!”",265,['humor']
1398,Rick Riordan,"“I will call him Small Bob,"" said Bob. ""He is a good monster.""",264,['humor']
1399,Shel Silverstein,“True story,261,"['humor', 'poem']"
1400,Scott Dikkers,"“A true friend is a gift from God. Since God doesn't exist, guess what? Neither do true friends.”",261,"['atheism', 'cynicism', 'friendship', 'humor']"
1401,Rick Riordan,“Percy was getting tired of water.,260,"['humor', 'percy-jackson', 'percy-jackson-and-the-olympians', 'poseidon', 'the-heroes-of-olympus', 'the-mark-of-athena']"
1402,Simone Elkeles,"“Hey, Carlos,"" the Professor says when he walks in. ""How was REACH?""",259,"['carlos-fuentes', 'humor', 'perfect-chemistry', 'sarcasm']"
1403,Jim Butcher,“You know how confusing the whole good-evil concept is for me.”,257,"['evil', 'good', 'good-and-evil', 'humor', 'morality']"
1404,Rick Riordan,"“Percy?"" Annabeth gripped his arm.",256,"['annabeth-chase', 'camp-jupiter', 'hazel-levesque', 'heroes-of-olympus', 'humor', 'percy-jackson', 'percy-jackson-and-the-olympians', 'polybotes', 'poseidon', 'terminus', 'the-mark-of-athena']"
1405,Jonathan Safran Foer,"“Succotash my cocker spaniel, you fudging crevasse-hole dipshiitake!”",254,['humor']
1406,Kurt Vonnegut,"“If you can do a half-assed job of anything, you're a one-eyed man in a kingdom of the blind.”",251,"['competence', 'humor', 'work']"
1407,Jim Butcher,"“In the action business, when you don't want to say you ran like a mouse, you call it 'taking cover.' It's more heroic.”",251,"['harry-dresden', 'heroism', 'humor']"
1408,Jennifer L. Armentrout,"“Because this absolutely insane - the craziest thing I'd ever done. Worse than giving a one-star review, scarier than asking for an interview with an author I'd give my firstborn to eat lunch with, more stupid than kissing Daemon.”",251,"['book-blogging', 'humor']"
1409,Rachel Hawkins,"“I don't know what I was expecting a vampire's room to look like. Maybe lots of black, a bunch of books by Camus... oh, and a sensitive portrait of the only human the vamp ever loved, who had no doubt died of something beautiful and tragic, thus dooming the vamp to an eternity of moping and sighing dramatically.",248,['humor']
1410,Sara Shepard,“No one believes a liar. Even when she's telling the truth.”,425,"['humor', 'liar', 'lying', 'truth']"
1411,Kurt Vonnegut,"“No wonder kids grow up crazy. A cat's cradle is nothing but a bunch of X's between somebody's hands, and little kids look and look and look at all those X's . . .""",398,['humor']
1412,Dorothy Parker,"“There's a hell of a distance between wise-cracking and wit. Wit has truth in it; wise-cracking is simply calisthenics with words.""",367,"['humor', 'the-paris-review', 'wisecracks', 'wit']"
1413,Lisa Kleypas,“Most men don't seem to get that telling a pissed-off woman to calm down is like throwing gunpowder on a fire.”,316,"['humor', 'pissed-off', 'sugar-daddy']"
1414,Lisi Harrison,"“Claire, did I invite you to my barbeque?"" Massie asked, her neck tilting to the right and her arms tightly crossed.",295,"['comebacks', 'humor']"
1415,Osho,“They say: Think twice before you jump. I say: Jump first and then think as much as you want!”,277,"['humor', 'spiritual']"
1416,Ed Lynskey,“She craved a tall glass of the fresh-squeezed lemonade from the pitcher she’d left chilling in the fridge. Two glasses served with a generous slice of pound cake with orange glaze icing sounded twice as nice.”,269,"['cozies', 'cozy', 'cozy-mysteries', 'cozy-mystery', 'humor', 'mysteries-cozy', 'romance', 'whodunit', 'women-sleuths']"
1417,Bill Watterson,"“If you can't win by reason, go for volume.”",265,"['arguments', 'humor', 'loudness', 'reason']"
1418,Richelle Mead,"“Ah, well,ʺ said Abe, idly studying his fingertips. ʺI have it on good authority thereʹs going to be a new ‘gateʹ opening up soon over on the south side of the wall.""",263,"['humor', 'teen', 'young-adult']"
1419,Jane Austen,"“It is happy for you that you possess the talent of flattering with delicacy. May I ask whether these pleasing attentions proceed from the impulse of the moment, or are they the result of previous study?”",262,"['humor', 'jane-austen', 'mr-collins']"
1420,Jim Butcher,"“Ack!"" I said.",260,"['harry-dresden', 'humor', 'wit']"
1421,Trenton Lee Stewart,“Rules and school are tools for fools! I don't give two mules for rules.”,259,['humor']
1422,Douglas Adams,"“Exactly!"" said Deep Thought. ""So once you do know what the question actually is, you'll know what the answer means.”",256,"['answer', 'humor', 'life', 'meaning', 'question']"
1423,Helen Gurley Brown,“good girls go to heaven and bad girls go everywhere”,256,"['feminism', 'humor', 'naughty', 'sex', 'virginity']"
1424,Cassandra Clare,"“Rule number one of anime,"" Simon said. He sat propped up against a pile of pillows at the foot of his bed, a bag of potato chips in one hand and the TV remote in the other. He was wearing a black T-shirt that said I BLOGGED YOUR MOM and a pair of jeans that were ripped in one knee. ""Never screw with a blind monk.”",252,"['anime', 'blogging', 'humor']"
1425,Margaret Atwood,"“All you have to do, I tell myself, is keep your mouth shut and look stupid. It shouldn't be that hard.”",251,"['feminism', 'humor']"
1426,Chelsea Handler,"“Are you there vodka? It's me, Chelsea. Please get me out of jail and I promise I will never drink again. Drink and drive. I will never drink and drive again. I may even start my own group fashioned after MADD, Mothers Against Drunk Driving, but I'll call it AWLTDASH, Alcoholics Who Like to Drink and Stay Home.”",250,"['drinking', 'humor']"
1427,Rick Riordan,"“She wondered if it was her stupid mother, the goddess of love, messing with her thoughts. If Piper started getting urges to read fashion magazines, she was going to have to find Aphrodite and smack her.”",250,['humor']
1428,Darynda Jones,“There is a great need for a sarcasm font.”,248,"['humor', 'quote']"
1429,Jim Morrison,"“Actually I don't remember being born, it must have happened during one of my black outs.”",247,"['birth', 'humor']"
1430,Veronica Roth,"“Lynn, she saved half our faction from",247,"['humor', 'math']"
1431,Nick Cave,"“I’m forever near a stereo saying, ‘What the fuck is this garbage?’ And the answer is always the Red Hot Chili Peppers.”",247,"['humor', 'music', 'musical-taste', 'musicians']"
1432,rick riordan,"“Stop!"" Narcissus got to his feet. ""This is not right! This person is obviously not awesome, so he must be..."" He struggled for the right words. It had probably been a long time since he'd talked about anything other than himself. ""He must be tricking us.""",247,"['echo', 'hazel-levesque', 'himself', 'humor', 'leo-valdez', 'narcissus', 'nymphs', 'tricking']"
1433,Cora Carmack,“It wasn’t until I’d walked halfway across the parking lot that I realized: 1. I wasn’t wearing shoes.,247,"['humor', 'one-night-stand']"
1434,Laurie Halse Anderson,"“If I ever form a clan, we'll be the anti-cheerleaders and walk under the bleacher forming mild acts of mayhem.”",246,"['anarchy', 'humor']"
1435,Chelsea Handler,"“Obviously, if I was serious about having a relationship with someone long-term, the last people I would introduce him to would be my family.”",246,['humor']
1436,Morrissey,"“Disappointment came to me,",244,"['humor', 'life', 'lyrics', 'music']"
1437,J.K. Rowling,"“She should've interviewed Snape,"" said Harry grimly. ""He'd give her the goods on me any day.",240,"['harry-potter', 'humor', 'newspaper', 'rita-skeeter', 'snape']"
1438,Ally Carter,“You don't need a search warrant to go through someone's trash. Seriously. Once it hits the curb it is totally fair game-you an look it up.”,239,['humor']
1439,Meg Cabot,"“Well,' I said. 'I could strip off my clothes and reveal to you that under my jeans and sweatshirt I'm actually wearing a tank top and short-shorts, much like Lara Croft from",234,"['cabot', 'emerson', 'humor', 'meg']"
1440,Sherrilyn Kenyon,"“Dev-""Come in peace or leave in pieces”",481,['humor']
1441,Bill Watterson,"“From now on, I'm not doing anything I don't want to do! The world owes me happiness, fulfillment and success.... I'm just here to cash in.”",333,['humor']
1442,Diana Gabaldon,"“When I asked my da how ye knew which was the right woman, he told me when the time came, I'd have no doubt. And I didn't. When I woke in the dark under that tree on the road to Leoch, with you sitting on my chest, cursing me for bleeding to death, I said to myself 'Jamie Fraser, for all ye canna see what she looks like, and for all she weights as much as a good draft horse, this is the woman.”",333,"['humor', 'love']"
1443,Charlaine Harris,"“Hey, our hair's the same color,"" I said, eying us side by side in the mirror.",330,"['eric-northman', 'humor', 'romance', 'sookie-stackhouse', 'true-blood']"
1444,Mark Twain,"“Under certain circumstances, profanity provides a relief denied even to prayer.""",326,"['humor', 'prayer', 'profanity', 'relief', 'you-ll-completely-understand-why']"
1445,Barney Stinson,"“When I get sad, I stop being sad and be awesome instead.”",286,"['humor', 'inspirational']"
1446,Rick Riordan,"“Before I could lose my courage, I said, ""Don't I get a kiss for luck? It's kind of a tradition, right?""",284,"['humor', 'kiss', 'percabeth']"
1447,Philip K. Dick,“No single thing abides; and all things are fucked up.”,279,"['fucked-up', 'humor', 'postmodern']"
1448,Gayle Forman,"“It's my turn to see you through,' she whispers, coming back to me and wrapping me in her blanket as I lose my shit all over again. She holds me until I recover my Y chromosome.”",273,['humor']
1449,Shelly Laurenston,"“Sissy Mae Smith...stumbled into the room loaded down with even more bags. ""You pack like a woman,"" she snarled when she finally dropped the luggage to the floor. ""How can one man have so much conditioner?""",271,"['humor', 'mitch', 'sissy']"
1450,Ryan Mecum,"“Blood is really warm,",267,"['blood', 'haiku', 'horror', 'humor', 'zombies']"
1451,Douglas Adams,"“Life... is like a grapefruit. Well, it's sort of orangey-yellow and dimpled on the outside, wet and squidgy in the middle. It's got pips inside, too. Oh, and some people have half a one for breakfast.”",265,"['ford-prefect', 'h2g2', 'hitchhikers-guide-to-the-galaxy', 'humor', 'life']"
1452,Henry Ford,“Any customer can have a car painted any colour that he wants so long as it is black.”,257,"['black', 'customer', 'humor', 'model-t']"
1453,Albert Einstein,“An empty stomach is not a good political adviser.”,249,"['humor', 'hunger', 'poverty']"
1454,Oscar Wilde,"“If you don't get everything you want, think of the things you don't get that you don't want.”",248,"['desire', 'humor']"
1455,Douglas Adams,"“Simple. I got very bored and depressed, so I went and plugged myself in to its external computer feed. I talked to the computer at great length and explained my view of the Universe to it,"" said Marvin.",247,"['humor', 'marvin']"
1456,Scott Lynch,"“That's a sweet piece,"" said Jean, briefly forgetting to be aggravated. ""You didn't snatch that off a street.""",246,['humor']
1457,H.L. Mencken,“Conscience is the inner voice that warns us somebody may be looking.”,245,"['conscience', 'definitions', 'ethics', 'humor', 'inner-voice']"
1458,Albert Einstein,“It is harder to crack prejudice than an atom.”,245,"['humor', 'inspirational', 'science']"
1459,Terry Pratchett,"“And then Jack chopped down what was the world's last beanstalk, adding murder and ecological terrorism to the theft, enticement, and trespass charges already mentioned, and all the giant's children didn't have a daddy anymore. But he got away with it and lived happily ever after, without so much as a guilty twinge about what he had done...which proves that you can be excused for just about anything if you are a hero, because no one asks inconvenient questions.”",245,['humor']
1460,Margaret Thatcher,"“I always cheer up immensely if an attack is particularly wounding because I think, well, if they attack one personally, it means they have not a single political argument left.”",244,"['humor', 'inspirational', 'politics', 'slander', 'wisdom']"
1461,Ernest Hemingway,"“This is a good place,"" he said.",244,"['alcoholism', 'humor', 'liquor']"
1462,Gena Showalter,"“I tried to tell you. You said you didn't care, remember?""",243,"['disease', 'humor', 'lords-of-the-underworld']"
1463,Jim Butcher,"“Regardless of what I think about Islam or Wicca or any other religion, the fact is that it's a group of people. Every faith has its ceremonies. And since it's made up of people, every faith also has its assholes.”",242,"['faith', 'harry-dresden', 'humor', 'religion']"
1464,Rick Riordan,"“Right,"" Sadie said. ""And Set will just stand there calmly while I read him to death.”",241,"['battle', 'humor']"
1465,Richelle Mead,"“I just rely on natural talent,"" said Adrian, strolling up to the start of the Dragon's Lair. ""When you have such a wealth of it to draw from, the danger comes from having too much.”",241,"['adrian-ivashkov', 'humor']"
1466,Rick Riordan,"“Coach Hedge yelled,“Thar she blows! Kansas, ahoy!”",241,"['coach-hedge', 'heroes-of-olympus', 'humor', 'kansas', 'leo-valdez', 'percy-jackson-and-the-olympians', 'ships', 'the-mark-of-athena']"
1467,Sarah Rees Brennan,"“What the hell is going on?"" demanded Kami's dad, advancing with his black eyes snapping. Jared blurted, ""My intentions are honourable.""",239,['humor']
1468,Colleen Houck,"“He looks like a runway model. How in the world am I going to be able to reject that? The world is so unfair. Seriously, it's like turning Brad Pitt down for a date. The girl who could actually do it should win an award for idiot of the century.”",236,"['breaking-up', 'humor', 'sex-appeal']"
1469,Dark Jar Tin Zoo,"“She asked if I loved another woman, so I answered honestly and said, “Dinner was great, but I could go for dessert.”",55,"['dinner', 'food', 'funny', 'honesty', 'humor', 'love', 'relationships', 'word-junkies']"
1470,Lemony Snicket,"“Just because something is traditional is no reason to do it, of course. Piracy, for example, is a tradition that has been carried on for hundreds of years, but that doesn't mean we should all attack ships and steal their gold.”",488,"['humor', 'piracy', 'traditional']"
