,Author,Quotes,Likes,Tags
1304,Haven Kimmel,"“Possibility, infinity, beauty -- none of those words were right. [...] What he really wanted to say was: have you felt this? this phantom life streaking like a phosphorescent hound at the edges of your ruin? ”",30,['philosophy']
1305,Isaac Newton,“Les hommes construisent trop de murs et pas assez de ponts.	 ”,28,"['men', 'philosophy']"
1306,Noah Levine,"“The truth is, going against the internal stream of ignorance is way more rebellious than trying to start some sort of cultural revolution.”",28,"['music', 'philosophy', 'politics']"
1307,Noah Levine,“The inner revolution will not be televised or sold on the Internet. It must take place within one's own mind and heart.”,26,"['music', 'philosophy', 'politics']"
1308,Graham Parke,"“I didn't want to do it,' Kiala said. 'The universe just kind of conspired to force me to make a fool of myself. It does that quite a lot, actually.”",26,"['humor', 'philosophy', 'weird']"
1309,Aleister Crowley,"“Further, an excess of legislation defeats its own ends. It makes the whole population criminals, and turns them all into police and police spies. The moral health of such a people is ruined for ever; only revolution can save it.”",24,['philosophy']
1310,Stefan Molyneux,“Conformity to the present is invisibility to the future.”,20,"['advancement', 'evolution', 'freedom', 'improvement', 'innovation', 'philosophy', 'progress']"
1311,Amit Kalantri,“People have boldness to criticize but not to sensitize.”,19,"['amit-kalantri', 'amit-kalantri-quotes', 'bold', 'boldness', 'courage', 'criticism', 'criticize', 'critics', 'guts', 'human', 'humans', 'inspiration', 'inspirational', 'inspirational-quotes', 'motivation', 'motivational', 'motivational-quotes', 'philosophy', 'sensitive', 'sensitize', 'wisdom', 'wisdom-quotes']"
1312,Amaka Imani Nkosazana,"“It's good to see the snakes revealing themselves. They weren't actually hidden at all. People hide behind the masks, but eventually you see them for who they truly are.”",19,"['belief', 'believe', 'compassion', 'disguised', 'excitement', 'freedom', 'friendship', 'goodness', 'happiness', 'hate', 'hidden', 'honesty', 'hope', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'jealousy', 'joy', 'kindness', 'love', 'masks', 'one', 'peace', 'people', 'philosophy', 'quotes-to-live-by', 'snakes', 'speaking', 'trustworthy', 'truth', 'understanding', 'words-of-inspiration', 'words-of-wisdom', 'yourself']"
1313,Werner Heisenberg,"“Whether we like it or not, modern ways are going to alter and in part destroy traditional customs and values.”",18,"['life-lessons', 'philosophy', 'physics']"
1314,Martin Gardner,“If you ask me to tell you anything about the nature of what lies beyond the phaneron… my answer is “How should I know?”… I am not dismayed by ultimate mysteries… I can no more grasp what is behind such questions as my cat can understand what is behind the clatter I make while I type this paragraph.”,17,"['existence', 'philosophy', 'realism', 'solipsism']"
1315,Felicity Huffman,“On marriage: You sort of stumble along and reconnect and lose each other and reconnect again.”,16,"['inspirational', 'marriage', 'philosophy']"
1316,Ilyas Kassam,"“There is desire in the perfect, beauty in the imperfect.",16,"['beauty', 'imperfect', 'kassam', 'love', 'perfection', 'philosophy']"
1317,Thomas Jefferson,“But every difference of opinion is not a difference of principle.”,13,"['history', 'opinions', 'philosophy', 'principles']"
1318,James S. Kunen,“We youths say “like” all the time because we mistrust reality.”,12,"['philosophy', 'politics', 'youth']"
1319,Debasish Mridha,“Clean your home first before complaining about others.”,11,"['complaining-about-others', 'debasish-mridha', 'debasish-mridha-m-d', 'inspirational', 'judging-others', 'mind-your-own-business', 'people-in-glass-houses', 'philosophy', 'quotes']"
1320,Jiddu Krishnamurti,"“Thought is so cunning, so clever, that it distorts everything for its own convenience.”",194,"['philosophy', 'psychology']"
1321,Jess C. Scott,“The brightest light casts the darkest shadow.”,102,"['author', 'books', 'cyberpunk', 'dark', 'dark-elves', 'ego', 'elves', 'fantasy', 'fiction', 'future', 'future-present', 'life', 'light', 'philosophy', 'series', 'urban-fantasy', 'wisdom']"
1322,Fulton J. Sheen,"“Never forget that there are only two philosophies to rule your life: the one of the cross, which starts with the fast and ends with the feast. The other of Satan, which starts with the feast and ends with the headache.”",88,"['catholic', 'catholicism', 'christianity', 'god', 'jesus-christ', 'philosophy', 'satan']"
1323,Solange nicole,"“Sometimes... Reason and Love are met with a violent ignorance that even what's right gets lost. Our heart bleeds, but when does the blood shed end and the healing begin?”",73,"['heartache', 'love', 'new-beginnings', 'philosophy', 'solange']"
1324,K. Crumley,"“Some day people will ask me what is the key to my success...and I will simply say, ""good Karma.”",71,"['karma', 'philosophy']"
1325,Mahatma Gandhi,“Violence begins with the fork.”,61,"['gandhi', 'philosophy', 'veganism']"
1326,Leszek Kolakowski,“A modern philosopher who has never once suspected himself of being a charlatan must be such a shallow mind that his work is probably not worth reading.”,59,"['charlatan', 'doubt', 'irony', 'modernity', 'philosophy', 'self-criticism']"
1327,Alfred North Whitehead,"“The aim of science is to seek the simplest explanations of complex facts. We are apt to fall into the error of thinking that the facts are simple because simplicity is the goal of our quest. The guiding motto in the life of every natural philosopher should be, 'Seek simplicity and distrust it.”",55,"['complex', 'explanations', 'facts', 'philosophy', 'science', 'simple', 'trust']"
1328,Criss Jami,“A sign of a lover of wisdom is his delight in not running his mouth about things he doesn't know.”,55,"['chatter', 'honesty', 'humility', 'insincerity', 'not-knowing', 'philosophy', 'pretentiousness', 'profound', 'sincerity', 'truth', 'uncertainty', 'wisdom']"
1329,Amit Kalantri,"“The most dangerous irony is, people are angry with others because of their own incompetence.”",45,"['anger', 'angry', 'danger', 'dangerous', 'human', 'humans', 'incompetence', 'inspiration', 'inspirational', 'inspirational-quotes', 'ironic', 'ironical', 'irony', 'motivation', 'motivational', 'motivational-quotes', 'people', 'peoples', 'philosophy', 'wisdom', 'wisdom-quotes']"
1330,Stefan Molyneux,"“The world, viewed philosophically, remains a series of slave camps, where citizens – tax livestock – labor under the chains of illusion in the service of their masters.”",42,"['anarcho-capitalism', 'anarchy', 'ancap', 'collectivism', 'communism', 'countries', 'delusion', 'democracy', 'evil', 'fascism', 'freedom', 'government', 'knowledge', 'libertarian', 'liberty', 'mafia', 'nationalism', 'nations', 'nazis', 'patriotism', 'philosophy', 'politics', 'psychopath', 'rationality', 'religion', 'self-esteem', 'self-knowledge', 'socialism', 'states', 'statism', 'superstition', 'taxation', 'theft', 'voluntaryism']"
1331,Lauryn Hill,"“If everyone is a product of this society, who will say the things that need to be said, and do the things that need to be done, without compromise? Truth will never start out popular in a world more concerned with marketability than righteousness. It will initially suffer ridicule and even violence- yet ultimately it is undeniable. All of humanity is living in a dream world, but suffering real consequences.”",38,"['lauryn-hill', 'philosophy', 'truth']"
1332,إبراهيم الكوني,“هناك شرف أبعد من شرف الجسد...هناك شرف أكبر من الشرف ...و صيانه اللسان من قول الجهل ...مفتاح فى طريق الشرف الانبل ”,36,['philosophy']
1333,Plato,"“Then the lover, who is true and no counterfeit, must of necessity be loved by his love.”",33,['philosophy']
1334,Wallace Stegner,"“Wherever you find the greatest good, you will find the greatest evil, because evil loves paradise as much as good.”",33,"['evil', 'good', 'paradise', 'philosophy']"
1335,Henry David Thoreau,“It is remarkable how long men will believe in the bottomlessness of a pond without taking the trouble to sound it.”,31,['philosophy']
1336,Walt Whitman,"“Of Equality--as if it harm'd me, giving others the same chances and rights as myself--as if it were not indispensable to my own rights that others possess the same.”",31,"['equality', 'philosophy']"
1337,William James,"“Pragmatism asks its usual question. ""Grant an idea or belief to be true,"" it says, ""what concrete difference will its being true make in anyone's actual life? How will the truth be realized? What experiences will be different from those which would obtain if the belief were false? What, in short, is the truth's cash-value in experiential terms?”",30,"['experiential', 'philosophy', 'pragmatism']"
1338,Criss Jami,"“A writer is one who communicates ideas and emotions people want to communicate but aren't quite sure how, or even if, they should communicate them.”",30,"['articulate', 'articulation', 'communication', 'controversy', 'disapproval', 'emotions', 'expression', 'ice-breaking', 'ideas', 'people', 'philosopher', 'philosophy', 'prophecy', 'prophesy', 'prophet', 'prophetic', 'tension', 'truth', 'truth-telling', 'writers', 'writing']"
1339,Shannon L. Alder,"“Naive people tend to generalize people as—-good, bad, kind, or evil based on their actions. However, even the smartest person in the world is not the wisest or the most spiritual, in all matters. We are all flawed. Maybe, you didn’t know a few of these things about Einstein, but it puts the notion of perfection to rest. Perfection doesn’t exist in anyone. Nor, does a person’s mistakes make them less valuable to the world.",27,"['arrogance', 'be-not-ashamed', 'be-proud', 'callings', 'college-degree', 'commonsense', 'debates', 'do-the-right-thing', 'educated', 'ego', 'einstein', 'einstein-s-life', 'expectations', 'fabricated-quotes', 'facts', 'genius', 'god-s-plan', 'history', 'intelligence', 'investigation', 'knowing-history', 'lame', 'life-mission', 'naive', 'peity', 'philosophers', 'philosophy', 'reason', 'reasoning', 'religion', 'research', 'self-righteous', 'studying', 'theology', 'truth', 'unfair-high-standards', 'wisdom', 'worthyness']"
1340,Stefan Molyneux,"“Knowledge is responsibility, which is why people resist knowledge.”",27,"['delusion', 'denial', 'honesty', 'integrity', 'philosophy', 'psychology']"
1341,Sherman Alexie,"“It's not oil that runs the world, it's shame.”",26,"['philosophy', 'racial-politics', 'social-commentary']"
1342,Aberjhani,“And now we step to the rhythm of miracles.,26,"['faith', 'hope', 'inspiration', 'miracles', 'philosophy', 'poetry']"
1343,Rick Aster,“Most of us try to do too much because we are secretly afraid we will not be able to do anything at all.”,26,"['economics', 'excess', 'fear', 'philosophy', 'struggle']"
1344,Ayn Rand,"“America's abundance was created not by public sacrifices to the common good, but by the productive genius of free men who pursued their own personal interests and the making of their own private fortunes. They did not starve the people to pay for America's industrialization. They gave the people better jobs, higher wages, and cheaper goods with every new machine they invented, with every scientific discovery or technological advance- and thus the whole country was moving forward and profiting, not suffering, every step of the way.”",23,"['businessmen', 'capitalism', 'money', 'philosophy', 'profit']"
1345,Ayn Rand,"“You know, I think that only if one feels immensely important can one feel truly light.”",22,['philosophy']
1346,David Hume,"“Reason is, and ought only to be the slave of the passions, and can never pretend to any other office than to serve and obey them.",15,"['passion', 'philosophy', 'reason']"
1347,Suzy Kassem,"“Love is a chemical reaction,",15,"['chemical', 'chemical-reactions', 'cures', 'doctor', 'doctors', 'elements', 'energy', 'healthcare', 'illness', 'incomplete-science', 'love', 'medical', 'medicine', 'nature', 'philosophy', 'philosophy-of-science', 'physician', 'physics', 'poem', 'poetry', 'science', 'soul', 'spirit', 'suzy-kassem', 'treatement', 'understand', 'understanding']"
1348,Edward Abbey,"“We are preoccupied with time. If we could learn to love space as deeply as we are now obsessed with time, we might discover a new meaning in the phrase 'to live like men.”",14,"['nature', 'philosophy', 'space', 'time']"
1349,Abhishek Shukla,“Life is too short to be anything but happy. So kiss slowly. Love deeply. Forgive quickly. Take chances and never have regrets. Forget the past but remember what it taught you.”,12,"['age', 'aim', 'anger', 'belief', 'business', 'change', 'confidence', 'courage', 'creativity', 'death', 'desire', 'dreams', 'education', 'failure', 'faith', 'family', 'fear', 'forgiveness', 'goal', 'god', 'happiness', 'hate', 'heart', 'history', 'hope', 'humorous', 'imagination', 'inspirational', 'leadership', 'life', 'loneliness', 'love', 'marriage', 'one-liner', 'opportunity', 'optimism', 'patience', 'patriotism', 'peace', 'philosophy', 'poems', 'politics', 'poverty', 'relationship', 'religion', 'romantic', 'sad', 'school', 'science', 'success', 'time', 'truth', 've-attitude', 'war', 'wisdom-wise', 'witty']"
1350,Albert Camus,“Those who lack the courage will always find a philosophy to justify it.”,138,"['courage', 'cowardice', 'philosophy']"
1351,Naguib Mahfouz,“قال لنفسه إنه لا نجاة له إلا بالجنون. الجنون وحده هو الذي يتسع للإيمان والكفر، للمجد والخزي، للحب والخداع، للصدق والكذب، أما العقل فكيف يتحمل هذه الحياة الغريبة؟ كيف يشيم ألق النجوم وهو مغروس حتى قمة رأسه في الوحل؟!”,78,"['craziness', 'life', 'philosophy', 'sanity']"
1352,Albert Camus,“Beginning to think is beginning to be undermined. Society has but little connection with such beginnings. The worm is in man's heart. That is where it must be sought. One must follow and understand this fatal game that leads from lucidity in the face of existence to flight from light.”,72,"['philosophy', 'suicide']"
1353,Ayn Rand,"“Pride is the recognition of the fact that you are your own highest value and, like all of man’s values, it has to be earned.",57,"['john-galt', 'objectivism', 'philosophical', 'philosophy']"
1354,Mark Waid,“Socrates should have written comics.”,45,"['comics', 'philosophy', 'socrates']"
1355,Victor Hugo,“More powerful than the mighty armies is an idea whose time has come.”,44,"['idea', 'philosophy', 'power']"
1356,Christopher Hitchens,"“If you were offered the chance to live your own life again, would you seize the opportunity? The only real philosophical answer is automatically self-contradictory: 'Only if I did not know that I was doing so.' To go through the entire experience once more would be banal and Sisyphean—even if it did build muscle—whereas to wish to be young again and to have the benefit of one's learned and acquired existence is not at all to wish for a repeat performance, or a Groundhog Day. And the mind ought to, but cannot, set some limits to wish-thinking. All right, same",39,"['absurdity', 'conundrums', 'desire', 'groundhog-day', 'life', 'money', 'old-age', 'opportunity', 'parents', 'philosophy', 'self-contradiction', 'tiresias', 'wishful-thinking', 'women', 'youth']"
1357,Amaka Imani Nkosazana,"“You push the TRUTH off a cliff, but it will always fly. You can submerge the TRUTH under water, but it will not drown. You can place the TRUTH in the fire, but it will survive. You can bury the TRUTH beneath the ground, but it will arise. TRUTH always prevails!”",38,"['believe', 'believe-in-yourself', 'bravery', 'coming-of-age', 'commitment', 'communication', 'compassion', 'courage', 'discernment', 'faith', 'flight', 'fly', 'forgiveness', 'god', 'goodness', 'happiness', 'heart', 'honesty', 'importance', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'joy', 'kindness', 'knowledge', 'knowledge-of-self', 'living', 'love', 'mental', 'mindfulness', 'mindset', 'open-your-heart', 'people', 'philosophy', 'poetry', 'quotes-to-live-by', 'skills', 'spirit', 'spiritual', 'spirituality', 'survival', 'times', 'treasure', 'truth', 'truth-of-life', 'truthfulness', 'understanding', 'uplifting', 'wisdom', 'wisdom-quotes', 'words-of-wisdom', 'words-to-live-by']"
1358,William James,"“See the exquisite contrast of the types of mind! The pragmatist clings to facts and concreteness, observes truth at its work in particular cases, and generalises. Truth, for him, becomes a class-name for all sorts of definite working-values in experience. For the rationalist it remains a pure abstraction, to the bare name of which we must defer. When the pragmatist undertakes to show in detail just why we must defer, the rationalist is unable to recognise the concretes from which his own abstraction is taken. He accuses us of denying truth; whereas we have only sought to trace exactly why people follow it and always ought to follow it. Your typical ultra-abstractions fairly shudders at concreteness: other things equal, he positively prefers the pale and spectral. If the two universes were offered, he would always choose the skinny outline rather than the rich thicket of reality. It is so much purer, clearer, nobler.”",36,"['idealism', 'philosophy', 'pragmatism', 'rationalism', 'truth']"
1359,Humayun Ahmed,"“বিপদ যখন আসে একটার পর একটা আসে। বিপদরা পাঁচ ভাইবোন। এদের মধ্যে খুব মিল। এই ভাইবোনরা কখনো একা কারো কাছে যায় না। প্রথম একজন যায়, তারপর তার অন্য ভাইবোনরা উপস্থিত হয়।”",34,"['philosophy', 'problems', 'ব-পদ']"
1360,Noah Levine,“Sitting still is a pain in the ass.”,32,"['buddhism', 'meditation', 'philosophy', 'religion']"
1361,Paracelsus,"“Medicine rests upon four pillars—philosophy, astronomy, alchemy, and ethics. The first pillar is the philosophical knowledge of earth and water; the second, astronomy, supplies its full understanding of that which is of fiery and airy nature; the third is an adequate explanation of the properties of all the four elements—that is to say, of the whole cosmos—and an introduction into the art of their transformations; and finally, the fourth shows the physician those virtues which must stay with him up until his death, and it should support and complete the three other pillars.”",26,"['alchemy', 'astronomy', 'cosmos', 'ethics', 'medicine', 'philosophy', 'physician', 'science', 'understanding']"
1362,Amit Kalantri,“Take care of your costume and your confidence will take care of itself.”,26,"['adage', 'advertisement', 'alliterations', 'amit-kalantri', 'amit-kalantri-quotes', 'amit-kalantri-writer', 'apparel', 'beauty', 'belief', 'believe', 'blog', 'blogging', 'bold', 'book-writing', 'born-with', 'catch-lines', 'catchphrases', 'catwalk', 'celebrity', 'characters', 'clothes', 'clothes-quotes', 'comedy', 'confidence', 'cool', 'cosmetics', 'costume', 'creative-writing', 'dress', 'dressing', 'dressing-sense', 'dude', 'energy', 'essay', 'face', 'face-cream', 'fashion', 'fashion-designer', 'fashion-industry', 'fashion-quotes', 'fashion-statement', 'fashions', 'fearless', 'garments', 'god-given', 'inheritance', 'inspirational', 'jeans', 'kitty-party', 'knowledge', 'make-fun-of', 'make-up', 'makeover', 'modeling', 'motivational', 'movie', 'movie-dialogue', 'novel-writing', 'old-fashioned', 'outfit', 'outfits', 'page-3', 'philosophy', 'proverbs', 'public-speaking', 'punchline', 'quotes', 'ramp', 'rhetoric', 'script', 'script-writing', 'scriptwriting', 'self-confidence', 'slogans', 'social-networking', 'speech', 'speechwriting', 'story', 'tag-lines', 'trend', 'trending', 'trust-yourself', 'wisdom', 'writing']"
1363,Amit Kalantri,"“The job of feets is walking, but their hobby is dancing.”",26,"['adage', 'advertisement', 'alliterations', 'amit-kalantri', 'amit-kalantri-quotes', 'amit-kalantri-writer', 'avocation', 'b-boying', 'blog', 'blogging', 'book-writing', 'catch-lines', 'catchphrases', 'characters', 'choreographer', 'choreography', 'club', 'creative-writing', 'dance', 'dance-academy', 'dance-class', 'dance-quotes', 'dance-routine', 'dance-studio', 'dancing', 'dancing-shoes', 'disco', 'dj', 'essay', 'feet', 'feets', 'floor', 'foot', 'fun', 'hip-hop', 'hobby', 'inspirational', 'jumping', 'knowledge', 'leisure', 'motivational', 'movie', 'movie-dialogue', 'moving', 'music', 'night-life', 'novel-writing', 'partner', 'philosophy', 'proverbs', 'public-speaking', 'punchline', 'quotes', 'recreation', 'rhetoric', 'salsa', 'salsa-dance', 'script', 'script-writing', 'scriptwriting', 'shoes', 'slogans', 'social-networking', 'speech', 'speechwriting', 'step', 'steps', 'story', 'street-dance', 'style', 'tag-lines', 'wisdom', 'wit', 'witty', 'writing']"
1364,Carroll Bryant,"“A sin is nothing more than regret. Not for doing it once, but doing it again when you know you’re going to regret it.”",24,"['human', 'human-nature', 'opinion', 'perception', 'philisophical-life', 'philosophical', 'philosophy', 'wisdom']"
1365,Bruce Lee,"“Empty your mind, be formless, shapeless, like water. Be water, my friend.”",23,"['best-advice', 'bruce-lee', 'inspirational', 'jeet-kune-do', 'life', 'mind', 'philosophy', 'water']"
1366,Octave Mirbeau,"“While I was an honorable man in her eyes, she did not love me. But the minute she understood what I was, when she breathed the true and foul odor of my soul, love was born in her – for she does love me! Well, well! There is nothing real, then, except evil.”",21,"['evil', 'human-nature', 'philosophy']"
1367,Benny Bellamacina,"“I grew up once, I decided never to do it again”",21,"['famous-quotes', 'humor', 'life', 'philosophy']"
1368,David Foster Wallace,"“It's always seemed a little preposterous that Hamlet, for all his paralyzing doubt about everything, never once doubts the reality of the ghost. Never questions his own madness might not in fact be unfeigned.”",20,"['humor', 'literature', 'philosophy']"
1369,أحمد خالد توفيق,"“فلنمارس تكنيك النعامه الشهير ::"" ما لا نراه نحن - هو على الارجح - غير موجود "" !”",19,['philosophy']
1370,Stefan Molyneux,"“What we do not confront, we inhabit.",19,"['awareness', 'consciousness', 'philosophy', 'psychology', 'self-knowledge']"
1371,Madeleine Thien,"“The present is all we have, yet it is the one thing we will never learn to hold in our hands.”",19,"['mindfulness', 'philosophy', 'presence']"
1372,Dejan Stojanovic,"“From whichever side I start, I think I am in an old place where others have been before me.”",18,"['before', 'books', 'dejan-stojanovic', 'literature', 'literature-quotes', 'old-place', 'others', 'philosophy', 'place', 'poetry', 'poetry-quotes', 'poets', 'quotes', 'side', 'the-sun-watches-the-sun', 'wisdom']"
1373,Dejan Stojanovic,"“Arrival in the world is really a departure and that, which we call departure, is only a return.”",17,"['arrival', 'dejan-stojanovic', 'departure', 'departures', 'literature', 'literature-quotes', 'philosophy', 'poetry', 'poetry-quotes', 'poets', 'quotes', 'return', 'the-sun-watches-the-sun', 'world']"
1374,Cristiane Serruya,"“This is the Modern Man. The man who seeks himself without ever seeking, because he does not want to find;",15,"['contemporary-society', 'lack-of-understanding', 'modernity-is-sickness', 'philosophy']"
1375,P.D. Ouspensky,"“Many things are mechanical and should remain mechanical. But mechanical thoughts, mechanical feelings—that is what has to be studied and can and should be changed. Mechanical thinking is not worth a penny. You can think about many things mechanically, but you will get nothing from it.”",15,"['metaphysics', 'philosophy', 'psychology', 'thinking']"
1376,Stefan Molyneux,“It’s not the drug that causes the junkie it’s the laws that causes the junkie because of course the drug laws means that he can’t go and get help because he is afraid of being arrested. He also can’t have a normal life because the war on drugs has made drugs so expensive and has made drug contracts unenforceable which means they can only be enforced through criminal violence.,14,"['drugs', 'government', 'law', 'philosophy', 'politics', 'war']"
1377,Dejan Stojanovic,"“Teaching others, he corrected himself.”",13,"['books', 'correction', 'corrections', 'dejan-stojanovic', 'himself', 'literature', 'literature-quotes', 'others', 'philosophy', 'poetry', 'poetry-quotes', 'poets', 'quotes', 'teaching', 'the-sun-watches-the-sun', 'wisdom']"
1378,Debasish Mridha,"“You are happy when you are enthusiastic and action-oriented, not when you are luxury and pleasure oriented.”",13,"['action', 'education', 'enthusiastic', 'happiness', 'happy', 'hope', 'inspirational', 'intelligence', 'knowledge', 'life', 'love', 'luxury', 'oriented', 'philosophy', 'pleasure', 'truth', 'wisdom']"
1379,Criss Jami,"“Growing up, I always had a soldier mentality. As a kid I wanted to be a soldier, a fighter pilot, a covert agent, professions that require a great deal of bravery and risk and putting oneself in grave danger in order to complete the mission. Even though I did not become all those things, and unless my predisposition, in its youngest years, already had me leaning towards them, the interest that was there still shaped my philosophies. To this day I honor risk and sacrifice for the good of others - my views on life and love are heavily influenced by this.”",13,"['battle', 'bravery', 'care', 'career', 'caring-for-others', 'childhood', 'consideration', 'courage', 'covert-operations', 'danger', 'death', 'discipline', 'dreams', 'dying', 'early-years', 'fearlessness', 'fighting', 'freedom', 'goodness', 'high-risk', 'honor', 'influence', 'job', 'life', 'love', 'memorial', 'memorial-day', 'memories', 'memory', 'military', 'nostalgia', 'nostalgic', 'occupation', 'past', 'philosophy', 'pilot', 'profession', 'progress', 'protector', 'reminiscing', 'risk', 'sacrifice', 'sacrificial-love', 'self-sacrifice', 'service', 'soldier', 'spy', 'war', 'youth']"
1380,Bob Black,"“You are what you do. If you do boring, stupid monotonous work, chances are you'll end up boring, stupid and monotonous. Work is a much better explanation for the creeping cretinization all around us than even such significant moronizing mechanisms as television and education.”",86,"['anarchism', 'neo-situationism', 'philosophy', 'political-philosophy', 'political-science', 'post-left-anarchy', 'situationist-international', 'sociology']"
1381,Friedrich Nietzsche,“To recognize untruth as a condition of life--that certainly means resisting accustomed value feelings in a dangerous way; and a philosophy that risks this would by that token alone place itself beyond good and evil.”,85,"['ethics', 'nietzsche', 'philosophy', 'tradition']"
1382,Rene Descartes,“Dubium sapientiae initium. (,58,"['doubt', 'logic', 'philosophy']"
1383,Mehek Bassi,"“Whatever I learned,",43,"['breakup', 'breakups', 'childhood', 'confusion', 'dilemma', 'experience', 'hurt', 'illusion', 'information', 'knowledge', 'life', 'love', 'love-story', 'lovers', 'memories', 'memory', 'pain', 'philosophy', 'separation', 'time']"
1384,Socrates,"“Do not trouble about those who practice philosophy, whether they are good or bad; but examine the thing itself well and carefully. And if philosophy appears a bad thing to you, turn every man from it, not only your sons; but if it appears to you such as I think it to be, take courage, pursue it, and practice it, as the saying is, 'both you and your house.”",42,"['philosophy', 'socrates']"
1385,David Hume,“Stercus accidit.”,30,"['empiricism', 'hume', 'philosophy', 'shit-happens']"
1386,Yann Martel,“Slice a pear and you will find that its flesh is incandescent white. It glows with inner light. Those who carry a knife and a pear are never afraid of the dark.”,29,['philosophy']
1387,37Signals,“Be a surfer. Watch the ocean. Figure out where the big waves are breaking and adjust accordingly.”,27,"['business', 'philosophy', 'strategy', 'technology']"
1388,Nenia Campbell,“All statistics have outliers.”,27,"['chance', 'life', 'outlier', 'philosophy', 'probability', 'statistics']"
1389,Aaron Copland,"“Inspiration may be a form of super-consciousness, or",23,"['criticism', 'music', 'philosophy']"
1390,Jean-Paul Sartre,"“One can ask why the I has to appear in the cogito {Descartes’ argument “I think therefore I am.}, since the cogito, if used rightly, is the awareness of pure consciousness, not directed at any fact or action. In fact the I is not necessary here, since it is never united directly to consciousness. One can even imagine a pure and self-aware consciousness which thinks of itself as impersonal spontaneity.”",21,"['ethics', 'logic', 'metaphysics', 'ontology', 'philosophy', 'psychology', 'science']"
1391,Debasish Mridha M.D.,“The universe never complains.,21,"['care', 'complain', 'education', 'forget', 'give', 'happiness', 'hope', 'inspirational', 'intelligence', 'knowledge', 'life', 'light', 'lost', 'love', 'philosophy', 'right', 'share', 'truth', 'universe', 'wisdom', 'wrong']"
1392,Jostein Gaarder,"“When we die, as when the scenes have been fixed on to celluloid and the scenery is pulled down and burnt — we are phantoms in the memories of our descendants. Then we are ghosts, my dear, then we are myths. But still we are together. We are the past together, we are a distant past. Beneath the dome of the mysterious stars, I still hear your voice.”",20,"['death', 'life', 'philosophy']"
1393,Werner Heisenberg,"“My mind was formed by studying philosophy,",20,"['mind', 'philosophy', 'plato', 'science', 'study']"
1394,Stefan Molyneux,“There's a huge swath of humanity that has developed verbal abilities to extract resources from guilt-ridden people.,20,"['anarcho-capitalism', 'anarchy', 'ancap', 'austrian-school-of-economics', 'free-markets', 'freedom', 'libertarian', 'liberty', 'manipulation', 'parasites', 'philosophy', 'statism', 'theft', 'voluntaryism']"
1395,Pink Floyd,“There is no dark side of the moon really. As a matter of fact it's all dark.”,20,"['life', 'madness', 'music', 'philosophy', 'pink-floyd', 'rock']"
1396,Milarepa,“My religion is to live - and die - without regret.”,19,"['buddhism', 'metaphysics', 'philosophy', 'religion']"
1397,Socrates,"“Mankind is made of two kinds of people: wise people who know they're fools, and fools who think they are wise.”",18,['philosophy']
1398,Mickey Rivers,"“Ain't no sense worryin' about the things you got control over, 'cause if you got control over 'em, ain't no sense worryin'. And ain't no sense worryin' about the things you don't got control over, 'cause if you don't got control over 'em, ain't no sense worryin'.”",17,['philosophy']
1399,Stefan Molyneux,“Irrational expectations are at the root of most human suffering.”,15,"['freedom', 'liberation', 'philosophy', 'psychology', 'self-knowledge']"
1400,Stefan Molyneux,“The ruling classes use broken and smashed up childhoods as weaponised instruments of domination around the world. This is why the government has no incentive to end child abuse; because the government needs abuse victims as enforcers.”,14,"['anarchy', 'freedom', 'libertarian', 'liberty', 'philosophy', 'psychology', 'statism', 'trauma']"
1401,Stefan Molyneux,“Guilt is a feeling that you owe a debt that you're not paying.”,14,"['abuse', 'freedom', 'guilty', 'inflicted-guilt', 'philosophy', 'psychology']"
1402,Graham Parke,"“The stalker, meanwhile, stepped into the road. Didn’t even check for traffic. There wasn’t any, but something told me this was lucky for traffic rather than the stalker.”",13,"['comedy', 'humor', 'philosophy']"
1403,Tristan Tzara,“Take a newspaper.,12,"['art', 'philosophy', 'poetry']"
1404,Harry G. Frankfurt,"“When an honest man speaks, he says only what he believes to be true; and for the liar, it is correspondingly indispensable that he considers his statements to be false. For the bullshitter, however, all these bets are off: he is neither on the side of the true nor on the side of the false. His eye is not on the facts at all, as the eyes of the honest man and of the liar are, except insofar as they may be pertinent to his interest in getting away with what he says. He does not care whether the things he says describe reality correctly. He just picks them out, or makes them up, to suit his purpose.”",12,"['bullshit', 'liar', 'philosophy', 'truth']"
